Ticket Number,Date Created,Subject,From,From Email,Priority,Department,Type,Source,Current Status,Last Updated,Due Date,Agent Assigned,Team Assigned,Thread Count,Attachment Count,Category,Issue Origin,Select Ticket Status Update,Breached SLA
111611,2/15/2021,Post Issue - Can't login to SAP,Bladimir Macdonald,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/22/2021,N/A,Jared Smith,SAP Support Team,7,1,PROD,PRODUCTION,New Ticket,Yes
111607,2/12/2021,Person Analyzer,Riza Richardson,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/19/2021,2/13/2021,Jared Smith,JDE Support Team,8,3,NON-PROD,TEST,Close Ticket,No
111620,2/19/2021,Closing Payables Accounting Period Issue,Erick White,kjones@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,2/19/2021,8/21/2023,Raya Musk,JDE Support Team,2,0,NON-PROD,TEST,New Ticket,Yes
111616,2/15/2021,Request for VPN Account,Erick White,cheena.carols@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/19/2021,2/16/2021,Jared Smith,AWS Team,5,0,PROD,PRODUCTION,Close Ticket,Yes
111618,2/15/2021,Integration Broker Issue (TEST),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,2/15/2021,8/17/2023,Raya Musk,SAP Support Team,2,1,NON-PROD,TEST,New Ticket,Yes
111593,1/19/2021,Change Password,Marvin Peters,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/11/2021,1/20/2021,Jared Smith,SAP Support Team,14,1,PROD,PRODUCTION,Close Ticket,No
111600,1/28/2021,Contact Details Update (Landing Page),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/5/2021,1/29/2021,Jared Smith,SAP Support Team,9,2,PROD,PRODUCTION,New Ticket,No
111546,11/8/2020,Demo Units for Pullout,Aurora Miller,paul.smith@mailinator.com,Normal,Internal Technical Department,Request,Email,Closed,2/5/2021,11/9/2020,Jared Smith,Network Team,5,0,NON-PROD,TEST,New Ticket,Yes
111562,11/23/2020,license is not yet activated / reflected in fortic,Aurora Miller,gevans@mailinator.com,Normal,Internal Technical Department,Request,Phone,Closed,2/5/2021,11/23/2020,Jared Smith,Network Team,6,1,NON-PROD,TEST,New Ticket,No
111518,10/5/2020,Error on My ReqJDEition Table,Erick White,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/2/2021,10/6/2020,Jared Smith,JDE Support Team,64,3,NON-PROD,TEST,Close Ticket,No
111603,1/29/2021,Error on ODSM.,Erick White,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,1/29/2021,2/3/2021,Raya Musk,SAP Support Team,2,1,PROD,PRODUCTION,New Ticket,Yes
111582,12/18/2020,Error upon sending notification.,Erick White,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/25/2021,12/19/2020,Jared Smith,SAP Support Team,10,2,PROD,PRODUCTION,New Ticket,No
111557,11/18/2020,Deletion of NID data in Add/Update a Person Module,Joseph Reynolds,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/25/2021,11/19/2020,Jared Smith,SAP Support Team,15,1,PROD,PRODUCTION,New Ticket,Yes
111598,1/25/2021,Personalization on Shopping Cart buttons,Kimberly Jones,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Open,1/25/2021,7/27/2023,Raya Musk,JDE Support Team,2,2,NON-PROD,TEST,New Ticket,No
111592,1/15/2021,New VPN account,Cheena Carols,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,1/22/2021,1/15/2021,Jared Smith,Help Desk Team,5,0,PROD,PRODUCTION,New Ticket,No
111595,1/22/2021,ISO copying problem,Vic Vincent,ewhite@yahoo.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,1/22/2021,1/22/2021,Raya Musk,Help Desk Team,3,0,NON-PROD,DEVELOPMENT,New Ticket,Yes
111594,1/21/2021,Laptop has been experiencing more crashes,Bladimir Macdonald,willard.smith@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Open,1/21/2021,1/21/2021,Raya Musk,Network Team,2,0,NON-PROD,TEST,New Ticket,No
111558,11/18/2020,ITDC Servers not accessible,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/15/2021,11/19/2020,Jared Smith,SAP Support Team,8,2,NON-PROD,DEVELOPMENT,New Ticket,No
111561,11/20/2020,Windows Error,Riza Richardson,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,1/8/2021,11/21/2020,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,Yes
111585,12/23/2020,OPEN VPN ACCOUNT LOCKED,Cheena Carols,mpeters@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/5/2021,12/24/2020,Jared Smith,AWS Team,11,0,NON-PROD,DEVELOPMENT,New Ticket,Yes
111584,12/22/2020,Request to update the Privacy Policy Link,Jane Wilberts,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/5/2021,12/23/2020,Jared Smith,SAP Support Team,5,0,PROD,PRODUCTION,Close Ticket,Yes
111580,12/14/2020,[ODSM] cannot extract LDIF file,Melody Thompson,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/22/2020,12/15/2020,Jared Smith,SAP Support Team,5,2,PROD,PRODUCTION,Open,No
111568,12/1/2020,OS Installation for DOT Client,Jasper John,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Request,Phone,Closed,12/14/2020,12/2/2020,Jared Smith,Help Desk Team,6,0,NON-PROD,TEST,New Ticket,No
111533,10/9/2020,Customized SQL script in report - Internet Details,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/14/2020,10/10/2020,Jared Smith,SAP Support Team,5,3,NON-PROD,PRODUCTION,Close Ticket,Yes
111567,12/1/2020,Slow performance and defective dell battery,Aurora Miller,rfarris@yahoo.com,Normal,Internal Technical Department,Request,Phone,Closed,12/4/2020,12/1/2020,Jared Smith,Help Desk Team,5,0,NON-PROD,TEST,New Ticket,No
111563,11/25/2020,VPN password reset,Aurora Miller,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/4/2020,11/25/2020,Jared Smith,Help Desk Team,4,0,PROD,PRODUCTION,New Ticket,Yes
111547,11/9/2020,New VPN account,Aurora Miller,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/4/2020,11/10/2020,Jared Smith,Help Desk Team,4,0,PROD,PRODUCTION,New Ticket,No
111545,11/5/2020,VPN password reset,Aurora Miller,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/4/2020,11/6/2020,Jared Smith,Help Desk Team,3,0,PROD,DEVELOPMENT,New Ticket,Yes
111167,12/6/2018,Remove authentication,Aurora Miller,jreynolds@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,12/3/2020,12/7/2018,Jared Smith,Help Desk Team,2,1,N/A,N/A,New Ticket,No
111542,10/26/2020,communication error with SQL client(HRIS system),Aurora Miller,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,12/3/2020,10/27/2020,Jared Smith,Network Team,5,0,PROD,TEST,New Ticket,No
111429,6/1/2020,Journal Import Error,Aurora Miller,kjones@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/3/2020,6/2/2020,Jared Smith,JDE Support Team,20,0,NON-PROD,TEST,Close Ticket,No
111569,12/2/2020,100% usage Disk (Windows 10),Kenex Willows,belle.garner@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Open,12/2/2020,12/3/2020,Raya Musk,Network Team,3,3,NON-PROD,TEST,New Ticket,No
111174,4/10/2019,JDE Prod - Web Components Status (10 Apr 2019),Troy Daniels,cheena.carols@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,12/1/2020,4/15/2019,Raya Musk,JDE Support Team,61,0,PROD,PRODUCTION,New Ticket,Yes
111566,12/1/2020,Slow performance and defective dell battery,Kian Rogers,rfarris@yahoo.com,Normal,Internal Technical Department,Request,Phone,Open,12/1/2020,12/1/2020,Raya Musk,Help Desk Team,5,0,NON-PROD,TEST,New Ticket,No
111559,11/19/2020,JDE Downtime (Post Issue Ticket),Erick White,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/24/2020,11/19/2020,Jared Smith,JDE Support Team,7,2,PROD,PRODUCTION,Open,No
111480,8/10/2020,OPENVPN Account,Troy Daniels,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/23/2020,8/10/2020,Jared Smith,AWS Team,6,1,PROD,PRODUCTION,New Ticket,No
111520,10/5/2020,ODSM Issue (AY 2020-2021 1st Sem),Erick White,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/18/2020,N/A,Jared Smith,SAP Support Team,8,2,PROD,PRODUCTION,Close Ticket,No
111548,11/9/2020,Request Status 'No Manager',Jasper John,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/16/2020,11/10/2020,Jared Smith,JDE Support Team,8,1,NON-PROD,TEST,Close Ticket,Yes
111541,10/26/2020,Laptop running slow,Riza Richardson,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,11/10/2020,10/27/2020,Jared Smith,Network Team,4,0,PROD,PRODUCTION,New Ticket,Yes
111555,11/10/2020,test,Erick White,cheena.carols@mailinator.com,Normal,Internal Technical Department,Request,Web,Open,11/10/2020,11/11/2020,Raya Musk,Help Desk Team,1,0,PROD,TEST,New Ticket,No
111482,8/12/2020,Tasks and Targets Editing (SPMS),Erick White,jwilberts@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/10/2020,8/13/2020,Jared Smith,JDE Support Team,47,4,NON-PROD,TEST,New Ticket,Yes
111534,10/15/2020,Process multiple payroll runs of Employees,Erick White,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/9/2020,N/A,Jared Smith,JDE Support Team,8,0,NON-PROD,TEST,New Ticket,No
111505,9/23/2020,Buffer Error in Class COST 110,Erick White,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/3/2020,N/A,Jared Smith,SAP Support Team,19,5,PROD,PRODUCTION,New Ticket,Yes
111544,10/28/2020,laptop memory upgrade,Erick White,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,11/3/2020,10/29/2020,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,Yes
111468,7/9/2020,Defective hardisk,Erick White,paul.smith@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/30/2020,7/10/2020,Jared Smith,Help Desk Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,No
111538,10/20/2020,Microsoft Office Installation and Firmware update,Erick White,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,10/23/2020,10/21/2020,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,Yes
111536,10/19/2020,Google Drive not working,Aurora Miller,atom.short@gmail.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,10/23/2020,10/20/2020,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,Yes
111516,10/5/2020,Desktop Service,Troy Daniels,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/23/2020,10/6/2020,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,No
111509,9/28/2020,Old System unit parts and unused laptops (beacon a,Kian Rogers,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Request,Phone,Closed,10/23/2020,9/29/2020,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,Yes
111524,10/5/2020,Login Issues (AY 2020-2021 1st Sem),Kimberly Jones,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/16/2020,N/A,Jared Smith,SAP Support Team,8,3,PROD,PRODUCTION,New Ticket,Yes
111525,10/5/2020,Slow Performance issue (AY 2020-2021 1st Sem),Reah Junes,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/16/2020,N/A,Jared Smith,SAP Support Team,6,2,PROD,PRODUCTION,New Ticket,No
111526,10/5/2020,Sending Email Notification (AY 2020-2021 1st Sem),Grace Evans,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/16/2020,N/A,Jared Smith,SAP Support Team,6,2,PROD,PRODUCTION,New Ticket,Yes
111523,10/5/2020,ODSM Issue (AY 2020-2021 1st Sem),Grace Evans,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/2020,N/A,Jared Smith,SAP Support Team,6,2,PROD,PRODUCTION,New Ticket,Yes
111522,10/5/2020,Password Issue (AY 2020-2021 1st Sem),Riza Richardson,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/2020,N/A,Jared Smith,SAP Support Team,6,2,PROD,PRODUCTION,New Ticket,No
111521,10/5/2020,Login Issues(AY 2020-2021 1st Sem),Troy Daniels,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/2020,N/A,Jared Smith,SAP Support Team,7,2,PROD,PRODUCTION,Close Ticket,Yes
111519,10/5/2020,Password Reset Issue (AY 2020-2021 1st Sem),Jasper John,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/2020,N/A,Jared Smith,SAP Support Team,9,3,PROD,PRODUCTION,Close Ticket,Yes
111507,9/24/2020,No Success when Generating Reports,Melody Thompson,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/2020,9/24/2020,Jared Smith,SAP Support Team,16,3,PROD,PRODUCTION,New Ticket,No
111484,8/14/2020,Unique Value for Transaction Flexfield Issue,Jovan Brown,kwillows@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/14/2020,8/14/2020,Jared Smith,JDE Support Team,12,0,PROD,TEST,New Ticket,Yes
111527,10/6/2020,Sophos Firewall Support,Jovan Brown,charles.thomas@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/9/2020,10/7/2020,Jared Smith,Network Team,6,1,NON-PROD,TEST,New Ticket,No
111510,9/28/2020,HR Technical Analyzer Output,Jovan Brown,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/7/2020,9/29/2020,Jared Smith,JDE Support Team,8,5,NON-PROD,TEST,Close Ticket,No
111514,9/30/2020,Dell SoppotAssist has detected a failing component,Jovan Brown,privers@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Open,9/30/2020,10/1/2020,Raya Musk,Network Team,2,0,PROD,TEST,New Ticket,No
111513,9/30/2020,Dell SoppotAssist has detected a failing component,Jovan Brown,privers@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Open,9/30/2020,10/1/2020,Raya Musk,Network Team,2,0,NON-PROD,TEST,New Ticket,Yes
111512,9/30/2020,Dell SoppotAssist has detected a failing component,Reah Junes,privers@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Open,9/30/2020,10/1/2020,Raya Musk,Network Team,2,0,NON-PROD,TEST,New Ticket,No
111504,9/14/2020,HP Printer not working,Tomi Yamamoto,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,9/25/2020,9/15/2020,Jared Smith,Network Team,5,0,NON-PROD,TEST,New Ticket,No
111475,7/21/2020,Leave Management - Leave Balance Issue,Grace Evans,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/21/2020,7/22/2020,Jared Smith,JDE Support Team,12,3,NON-PROD,TEST,Close Ticket,Yes
111499,9/2/2020,Open UDP ports 161 and 162,Sophia Walker,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/21/2020,9/3/2020,Jared Smith,Salesforce Team,4,0,PROD,PRODUCTION,New Ticket,No
111473,7/20/2020,Approval - Personal Information (Basic Details),Aurora Miller,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/16/2020,7/21/2020,Jared Smith,JDE Support Team,49,5,NON-PROD,DEVELOPMENT,Close Ticket,Yes
111497,8/27/2020,New VPN Account,Aurora Miller,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/11/2020,8/27/2020,Jared Smith,Salesforce Team,4,0,PROD,PRODUCTION,New Ticket,No
111500,9/4/2020,Error in log-in,Kian Rogers,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/11/2020,9/4/2020,Jared Smith,SAP Support Team,5,1,PROD,PRODUCTION,New Ticket,No
111494,8/23/2020,Secure Connection Failed page - TEST Instance,Kian Rogers,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/9/2020,8/24/2020,Jared Smith,JDE Support Team,7,1,NON-PROD,TEST,Close Ticket,Yes
111496,8/25/2020,Open Ports fro FTP data connection,Aurora Miller,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/4/2020,8/25/2020,Jared Smith,Salesforce Team,6,0,PROD,PRODUCTION,New Ticket,Yes
111492,8/20/2020,VPN accounts creation,Aurora Miller,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,9/4/2020,8/21/2020,Jared Smith,Salesforce Team,5,0,PROD,PRODUCTION,New Ticket,No
111490,8/19/2020,Request additional storage,Melody Thompson,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/26/2020,8/20/2020,Jared Smith,Salesforce Team,5,0,PROD,PRODUCTION,New Ticket,No
111489,8/18/2020,Open IP ports,Troy Daniels,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/24/2020,8/18/2020,Jared Smith,Salesforce Team,5,0,PROD,PRODUCTION,New Ticket,Yes
111488,8/17/2020,VPN accounts creation,Jasper John,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/24/2020,8/17/2020,Jared Smith,Salesforce Team,4,0,PROD,PRODUCTION,New Ticket,Yes
111486,8/14/2020,VPN accounts creation,Melody Thompson,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/20/2020,8/15/2020,Jared Smith,Salesforce Team,4,0,PROD,PRODUCTION,New Ticket,Yes
111485,8/14/2020,VPN accounts,Reah Junes,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,8/20/2020,8/15/2020,Jared Smith,Help Desk Team,5,0,PROD,PRODUCTION,New Ticket,No
111432,6/3/2020,Request to restart again the SAP Dev Server,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/5/2020,6/4/2020,Jared Smith,SAP Support Team,5,0,NON-PROD,DEVELOPMENT,New Ticket,No
111418,4/29/2020,Altering Field - External Learning,Aurora Miller,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/3/2020,N/A,Jared Smith,JDE Support Team,7,1,NON-PROD,TEST,Close Ticket,No
111425,5/27/2020,"Disable ""Sickness"" and ""Other""",Pradeep Sharma,krogers@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/3/2020,5/28/2020,Jared Smith,JDE Support Team,10,3,NON-PROD,TEST,Close Ticket,No
111443,6/15/2020,Create Accounting Issues,Jovan Brown,kjones@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/30/2020,N/A,Jared Smith,JDE Support Team,18,1,PROD,PRODUCTION,Close Ticket,No
111399,3/6/2020,Personalization of iProcurement icons/button,Aurora Miller,rjunes@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/30/2020,3/7/2020,Jared Smith,JDE Support Team,20,1,PROD,PRODUCTION,New Ticket,No
111449,6/23/2020,Error: Site Can't be reach,Aurora Miller,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Closed,7/27/2020,6/24/2020,Jared Smith,Network Team,5,0,N/A,PRODUCTION,New Ticket,No
111450,6/23/2020,Baliwag - Desktop Error,Troy Daniels,gevans@mailinator.com,Normal,Internal Technical Department,Request,Web,Closed,7/27/2020,6/24/2020,Jared Smith,Network Team,4,0,N/A,PRODUCTION,New Ticket,No
111470,7/14/2020,Error Page,Melody Thompson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/21/2020,7/15/2020,Jared Smith,JDE Support Team,12,3,PROD,PRODUCTION,Close Ticket,Yes
111411,4/15/2020,External Learning - Navigation,John Brown,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/20/2020,N/A,Jared Smith,JDE Support Team,15,7,NON-PROD,TEST,Close Ticket,No
111471,7/16/2020,Slow performance laptop,John Brown,rue.whitaker@yahoo.com,Normal,Internal Technical Department,Incident / Problem,Phone,Open,7/16/2020,7/17/2020,Raya Musk,Help Desk Team,4,0,NON-PROD,TEST,New Ticket,Yes
111455,7/2/2020,Error in Grade Roster,Reah Junes,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/15/2020,7/2/2020,Jared Smith,SAP Support Team,10,3,PROD,PRODUCTION,New Ticket,No
111452,7/1/2020,Replace actual emails in JDE test isntance,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/15/2020,7/2/2020,Jared Smith,JDE Support Team,24,4,NON-PROD,TEST,Close Ticket,Yes
111458,7/7/2020,Iphone support,Aurora Miller,gevans@mailinator.com,Normal,Internal Technical Department,Request,Phone,Closed,7/13/2020,7/8/2020,Jared Smith,Help Desk Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,Yes
111435,6/5/2020,Laptop - Battery repair,Reah Junes,jwilberts@mailinator.com,Normal,Internal Technical Department,Request,Phone,Closed,7/13/2020,6/6/2020,Jared Smith,Network Team,5,0,N/A,PRODUCTION,New Ticket,No
111466,7/9/2020,test using list,John Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020,7/10/2020,Raya Musk,Help Desk Team,1,0,NON-PROD,DEVELOPMENT,New Ticket,No
111463,7/9/2020,assdasd testing,John Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020,7/10/2020,Raya Musk,Help Desk Team,1,0,PROD,DEVELOPMENT,New Ticket,No
111462,7/9/2020,testing not working,John Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020,7/10/2020,Raya Musk,Help Desk Team,1,0,NON-PROD,DEVELOPMENT,New Ticket,No
111461,7/9/2020,testing ticketing not appearing,Aurora Miller,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020,7/10/2020,Raya Musk,Help Desk Team,1,0,PROD,DEVELOPMENT,New Ticket,No
111460,7/9/2020,cannot see category in ticketing,John Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020,7/10/2020,Raya Musk,Help Desk Team,1,0,PROD,DEVELOPMENT,New Ticket,No
111408,4/13/2020,Auto creation of PO from Approved ReqJDEitions,Aurora Miller,rjunes@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/9/2020,N/A,Jared Smith,JDE Support Team,19,6,NON-PROD,TEST,New Ticket,Yes
111440,6/9/2020,Slow performance laptop,Tomi Yamamoto,k.greene@yahoo.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,6/29/2020,6/10/2020,Jared Smith,Network Team,4,0,N/A,PRODUCTION,New Ticket,No
111441,6/14/2020,PALO ALTO CONFIGURATION,Julius Wright,tyamamoto@gmail.com,Normal,Internal Technical Department,Request,Web,Closed,6/25/2020,6/14/2020,Jared Smith,Network Team,4,0,N/A,PRODUCTION,New Ticket,Yes
111436,6/8/2020,slow performance laptop,Marvin Peters,swalker@outlook.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,6/25/2020,6/9/2020,Jared Smith,Workday Team,5,0,N/A,PRODUCTION,New Ticket,No
111407,4/7/2020,Error in Email of Ms. Eliza,Julius Wright,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Closed,6/25/2020,4/8/2020,Jared Smith,Network Team,4,0,N/A,PRODUCTION,Close Ticket,No
111448,6/23/2020,Zoom unable to install,John Brown,swalker@outlook.com,Normal,Internal Technical Department,Request,Web,Closed,6/25/2020,6/24/2020,Jared Smith,Network Team,5,0,N/A,TEST,Close Ticket,Yes
111447,6/18/2020,Microsoft Office Installation,Troy Daniels,msmiths@yahoo.com,Normal,Internal Technical Department,Request,Phone,Closed,6/24/2020,6/19/2020,Jared Smith,Help Desk Team,4,0,N/A,PRODUCTION,New Ticket,Yes
111444,6/16/2020,Unable to process Batch Term Activate,Julius Wright,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/23/2020,N/A,Jared Smith,SAP Support Team,15,6,PROD,PRODUCTION,Close Ticket,Yes
111442,6/15/2020,App Engine not Posting,Jasper John,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/23/2020,N/A,Jared Smith,SAP Support Team,8,3,PROD,PRODUCTION,Close Ticket,Yes
111423,5/20/2020,Renaming in JDE via Page Personalization,John Brown,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/22/2020,N/A,Jared Smith,JDE Support Team,4,3,NON-PROD,TEST,Close Ticket,No
111426,5/28/2020,"Adding ""Leave Management"" Menu",John Brown,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/22/2020,N/A,Jared Smith,JDE Support Team,4,0,NON-PROD,TEST,Close Ticket,No
111428,5/29/2020,Restart of Physical Server in Coloc,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/17/2020,N/A,Jared Smith,SAP Support Team,5,0,NON-PROD,DEVELOPMENT,Close Ticket,Yes
111379,1/27/2020,ePLDT DEV Instance,Julius Wright,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/16/2020,N/A,Jared Smith,SAP Support Team,9,0,NON-PROD,DEVELOPMENT,New Ticket,Yes
111412,4/17/2020,TEST: Cannot Save Batch Element with Costing,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/16/2020,N/A,Jared Smith,JDE Support Team,10,2,NON-PROD,TEST,Close Ticket,Yes
111415,4/20/2020,COS- Application Error has occurred in your proces,Jasper John,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/16/2020,N/A,Jared Smith,JDE Support Team,9,6,PROD,PRODUCTION,Close Ticket,Yes
111438,6/8/2020,ECI is not working in SAP 9.0,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/16/2020,N/A,Jared Smith,SAP Support Team,8,2,PROD,PRODUCTION,New Ticket,No
111406,4/6/2020,JDE TEST: Error when updating email via SQL,Julius Wright,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/10/2020,N/A,Jared Smith,JDE Support Team,25,9,NON-PROD,TEST,New Ticket,Yes
